"","date","Prieta_pool0"
"436","2007-10-31",0.009
"437","2007-11-01",0.009
"438","2007-11-02",0.009
"439","2007-11-03",0.00902083333333333
"440","2007-11-04",0.00910416666666667
"441","2007-11-05",0.0095625
"442","2007-11-06",0.00997916666666667
"443","2007-11-07",0.01
"444","2007-11-08",0.01
"445","2007-11-09",0.01
"446","2007-11-10",0.0100104166666667
"447","2007-11-11",0.0101458333333333
"448","2007-11-12",0.010125
"449","2007-11-13",0.0122708333333333
"450","2007-11-14",0.00947916666666667
"451","2007-11-15",0.01
"452","2007-11-16",0.01
"453","2007-11-17",0.0100833333333333
"454","2007-11-18",0.0103958333333333
"455","2007-11-19",0.00928125
"456","2007-11-20",0.00976041666666667
"457","2007-11-21",0.00951041666666667
"458","2007-11-22",0.0153333333333333
"459","2007-11-23",0.00901041666666667
"460","2007-11-24",0.009
"461","2007-11-25",0.00920833333333333
"462","2007-11-26",0.00940625
"463","2007-11-27",0.00998958333333333
"464","2007-11-28",0.00989583333333333
"465","2007-11-29",0.009
"466","2007-11-30",0.0100208333333333
"467","2007-12-01",0.01409375
"468","2007-12-02",0.01703125
"469","2007-12-03",0.00907291666666667
"470","2007-12-04",0.009
"471","2007-12-05",0.00922916666666667
"472","2007-12-06",0.009
"473","2007-12-07",0.009
"474","2007-12-08",0.00941666666666667
"475","2007-12-09",0.0102708333333333
"476","2007-12-10",0.0134895833333333
"477","2007-12-11",0.03671875
"478","2007-12-12",0.0163333333333333
"479","2007-12-13",0.00991666666666667
"480","2007-12-14",0.0141770833333333
"481","2007-12-15",0.0151041666666667
"482","2007-12-16",0.00911458333333333
"483","2007-12-17",0.009
"484","2007-12-18",0.009
"485","2007-12-19",0.009
"486","2007-12-20",0.009
"487","2007-12-21",0.009
"488","2007-12-22",0.009
"489","2007-12-23",0.009
"490","2007-12-24",0.009
"491","2007-12-25",0.009
"492","2007-12-26",0.009
"493","2007-12-27",0.01084375
"494","2007-12-28",0.0110104166666667
"495","2007-12-29",0.009
"496","2007-12-30",0.009
"497","2007-12-31",0.009
"498","2008-01-01",0.009
"499","2008-01-02",0.00901041666666667
"500","2008-01-03",0.009
"501","2008-01-04",0.00952083333333333
"502","2008-01-05",0.012125
"503","2008-01-06",0.0147395833333333
"504","2008-01-07",0.00913541666666667
"505","2008-01-08",0.009
"506","2008-01-09",0.009
"507","2008-01-10",0.0173229166666667
"508","2008-01-11",0.00939583333333333
"509","2008-01-12",0.009
"510","2008-01-30",0.009
"511","2008-01-31",0.009
"512","2008-02-01",0.00951041666666667
"513","2008-02-02",0.009
"514","2008-02-03",0.0116666666666667
"515","2008-02-04",0.013
"516","2008-02-05",0.00901041666666667
"517","2008-02-06",0.0296875
"518","2008-02-07",0.0194791666666667
"519","2008-02-08",0.0295104166666667
"520","2008-02-09",0.01421875
"521","2008-02-10",0.0090625
"522","2008-02-11",0.009
"523","2008-02-12",0.009
"524","2008-02-13",0.00901041666666667
"525","2008-02-14",0.011
"526","2008-02-15",0.00907291666666667
"527","2008-02-16",0.00903125
"528","2008-02-17",0.0170208333333333
"529","2008-02-18",0.01115625
"530","2008-02-19",0.0095
"531","2008-02-20",0.01
"532","2008-02-21",0.0370833333333333
"533","2008-02-22",0.014
"534","2008-02-23",0.009
"535","2008-02-24",0.009
"536","2008-02-25",0.00902083333333333
